Cyclists Names,Trip Name,Tagline,No. of riders,Male / Female,Nationalities,Start,Finish,Duration (months),Ongoing,Cost per person (original currency),Cost per person (GBP£),Total distance (km),Total distance miles,"Average monthly distance (km, calculated)",Cost per km (calculated),Cost per month (calculated),Type of bike,Bicycle make/model,Gears,Handlebars,Brakes,Wheel size,Luggage,What footwear/pedals did you use?,Europe,Africa,Australasia,North America,South America,Asia,Parts of Asia,Round-the-world,Website,Route map,Kit list,Titles,Buy (UK),Buy (World)
Rômulo A. Ceccon,cicloviajando/BRASIL,Round 16 states and all five regions of Brazil,1,Male only,Brazilian,Aug-14,Dec-14,"0 yrs, 4 m",No,"$3,000","£1,826",12668,7872,"3,167",£0.14,£456,Touring bike,Surly LHT,External gears,Straight (mountain bike style inc. those with bar ends),Rim,"26""","Front rack, Back rack",Shoes that attach to the pedals (e.g. SPD),No,No,No,No,Yes,No,,No,brasil.cicloviajando.com.br,Map,,,,
Ruth Jarvis & Will Fulford-Jones,Contours of a Country,"A bicycle ride from Rio de Janeiro, Brazil to New York City, USA.",2,Male and female,British,Jul-13,Ongoing,"1 yrs, 5 m",Yes,,,21000,13049,"1,235",,,Touring bike,"1 Surly Long Haul Trucker, 1 custom-built Oak Cyles tourer","1 external, 1 internal",Drop bars (racing style),Rim,"26""","Front rack, Back rack",Shoes that attach to the pedals (e.g. SPD),No,No,No,Yes,Yes,No,,No,http://www.contoursofacountry.com,,,,,
Tieme,Netherlands to Indonesia,"Cycling East from the Netherlands, perhaps to Indonesia and beyond..",1,Male only,Dutch,Jun-12,Ongoing,"2 yrs, 6 m",No,,,33000,20505,"1,100",,,Touring bike,Santos Travelmaster,Internal (hub) gears,Bull bars,Rim,"26""","Front rack, Back rack","Other footwear, unattached to the pedals (e.g. trainers, boots)",Yes,No,No,No,No,Yes,"Middle East, Central Asia, South East Asia, China, Russia, Mongolia, Georgia, Armenia",Yes,www.tiemehermans.nl,Map,,,,
Keiichi Iwasaki,"Left Maebashi, Japan, haven't looked back",Left Japan with $2 in pocket.,1,Male only,Japanese,Apr-01,Ongoing,"13 yrs, 9 m",Yes,,,46000,28583,279,,,Mountain bike,Giant,External gears,Straight (mountain bike style inc. those with bar ends),Rim,"26""",Back rack,"Other footwear, unattached to the pedals (e.g. trainers, boots)",Yes,No,No,No,No,Yes,"Middle East, Central Asia, South East Asia, Indian Subcontinent (e.g. India, Pakistan, Bangladesh), China, Russia",No,http://feel-the-earth.com/english.html,,,,,
Loic MUNARO,world tour 2011-2015,4 years world tour 2011-2015,1,Male only,French,Jul-11,Jan-15,"3 yrs, 6 m",No,"£20,000","£16,807",68340Km,,,,£410,Touring bike,"custom Surly LHT - 26"" - Shmimano XT 3x9 groupset",External gears,Straight (mountain bike style inc. those with bar ends),Rim,"26""","Front rack, Back rack","Other footwear, unattached to the pedals (e.g. trainers, boots)",Yes,Yes,Yes,Yes,Yes,Yes,"Middle East, South East Asia, Indian Subcontinent (e.g. India, Pakistan, Bangladesh), China",Yes,http://loicvelomonde.blogspot.fr/,Map,Kit List,,,
Martin and Susanne,TwistingSpokes,Cycling from the Netherlands to Nepal with a detour,2,Male and female,Danish & Dutch,Feb-13,Ongoing,"1 yrs, 11 m",Yes,6000,"£5,042",13000,8078,565,£0.39,£219,Touring bike,Santos Travelmaster,External gears,Straight (mountain bike style inc. those with bar ends),Rim,"26""","Front rack, Back rack","Other footwear, unattached to the pedals (e.g. trainers, boots)",Yes,No,No,No,No,Yes,"Middle East, Central Asia, China",No,Www.twistingspokes.com,,,,,
Gary Hewitt-Long,Long Bike Ride,"A Long Bike Ride, UK to Cape Town.",1,Male only,British,May-14,Ongoing,"0 yrs, 9 m",Yes,,,17091,10620,"1,899",,,Touring bike,Surly Long Haul Disc Trucker,Internal (hub) gears,Drop bars (racing style),Disc,"26""","Front rack, Back rack, Plus rack bags and bar bag.","Combination, SPD, Flats. Keen sandals.",Yes,Yes,No,No,No,No,,No,www.longbikeride.co.uk,Map,Kit List,,,
"Sam Gunter, Sheena Lydon",Samandsheenacycle,It started as an attempt to cycle from London to Vietnam but has become wondering from place to place due to changes in visa rules. Instead of just passing through a country we like to spend a bit more time exploring the backroads.,2,Male and female,"British, Irish",Jul-14,Ongoing,"0 yrs, 7 m",Yes,"£7,000","£7,000",11000,6835,"1,571",£0.64,"£1,000",Touring bike,Dawes Galaxy,External gears,Drop bars (racing style),Rim,700c,"Front rack, Back rack","Other footwear, unattached to the pedals (e.g. trainers, boots)",Yes,No,No,No,No,Yes,"Indian Subcontinent (e.g. India, Pakistan, Bangladesh)",No,samandsheenacycle.com,,,,,
"Igel Zimmermann, Paola Zimmermann",Grenzenlos Weltumradlung,"Grenzenlos Weltumradlung, with Bikes and later Trikes and two dogs around the world",2,Male and female,German,Apr-01,Ongoing,"13 yrs, 10 m",Yes,$10 per day,,68633,42647,411,,,Tricycle,"Villiger Cabonga, Steintrike Wild One",Internal (hub) gears,Trike,Disc,"20""","Back rack, Trailer",Shoes that attach to the pedals (e.g. SPD) - magnet,Yes,No,No,Yes,Yes,Yes,"South East Asia, Indian Subcontinent (e.g. India, Pakistan, Bangladesh)",Yes,https://grenzenlos2001.wordpress.com/,Map,Kit List,"Rambo, El Viajero (German)",Buy Now (UK),Buy Now (World)
Adam Riches,RidingRound,"Round the world trip through Europe, Asia and North America.",1,Male only,British,Aug-13,Ongoing,"1 yrs, 6 m",No,"£17,000","£17,000",37588,23356,"2,088",£0.45,£944,Touring bike,Thorn Sherpa,External gears,Straight (mountain bike style inc. those with bar ends),Rim,"26""","Front rack, Back rack","Other footwear, unattached to the pedals (e.g. trainers, boots)",Yes,No,No,Yes,No,Yes,"Central Asia, South East Asia, Indian Subcontinent (e.g. India, Pakistan, Bangladesh), China",Yes,www.ridinground.com,,,,,
Andrew Hughes-Onslow,,"Travels from here to there, mostly along the remnants of the Silk Road.",1,Male only,Australian,May-14,Ongoing,"0 yrs, 9 m",Yes,,,13000,8078,"1,444",,,Touring bike,Surly LHT,External gears,Drop bars (racing style),Rim,700c,"Front rack, Back rack",SPDs and thongs and hiking boots,No,No,No,No,No,Yes,"Middle East, Central Asia, South East Asia, China",No,http://velocipede.hughes-onslow.com,Map,Kit List,,,
Jeremy Reed,Just popping out for a cycle ride.....to Australia,A 60yr old Englishman's cycle ride from England to Australia,1,Male only,British,Mar-13,Mar-15,"2 yrs, 0 m",No,10000,"£10,000",24000,14913,"1,043",£0.42,£435,Mountain bike,C1980 Marin mountain bike,External gears,Straight (mountain bike style inc. those with bar ends),Rim,"26""","Front rack, Back rack",Shoes that attach to the pedals (e.g. SPD),Yes,No,Yes,No,No,Yes,"Central Asia, South East Asia, China",No,www.justpoppingoutforacycleride.WordPress.com,,,,,
Benji Rodgers-Wilson,Earth Odyssey Expedition,"100,000 kilometres cycling, sailing, paddling, and rowing around the World.",1,Male only,Australian,Dec-06,Ongoing,"8 yrs, 3 m",Yes,,,25500,15845,258,,,Mountain bike,Surly self-built,Internal (hub) gears,Straight (mountain bike style inc. those with bar ends),Rim,"26""","Front rack, Back rack",Flat pedals & walking boots,Yes,No,Yes,No,No,Yes,"Central Asia, South East Asia, China, Russia, Japan",Yes,www.earthodyssey.net,Map,Kit List,,,
Gary Hewitt-Long,Long Bike Ride,"A Long Bike Ride, UK to Cape Town.",1,Male only,British,May-14,Ongoing,"0 yrs, 10 m",Yes,,,17091,10620,"1,709",,,Touring bike,Surly Long Haul Disc Trucker,Internal (hub) gears,Drop bars (racing style),Disc,"26""","Front rack, Back rack, Plus rack bags and bar bag.","Combination, SPD, Flats. Keen sandals.",Yes,Yes,No,No,No,No,,No,www.longbikeride.co.uk,,,,,
"Sam Gunter, Sheena Lydon",Samandsheenacycle,It started as an attempt to cycle from London to Vietnam but has become wondering from place to place due to changes in visa rules. Instead of just passing through a country we like to spend a bit more time exploring the backroads.,2,Male and female,"British, Irish",Jul-14,Ongoing,"0 yrs, 8 m",Yes,"£7,000","£7,000",11000,6835,"1,375",£0.64,£875,Touring bike,Dawes Galaxy,External gears,Drop bars (racing style),Rim,700c,"Front rack, Back rack","Other footwear, unattached to the pedals (e.g. trainers, boots)",Yes,No,No,No,No,Yes,"Indian Subcontinent (e.g. India, Pakistan, Bangladesh)",No,samandsheenacycle.com,,,,,
Derek Boocock,Derek's Bike Trip,"Given just 12 months to live, I'm still cycling over 2 years later...",1,Male only,British,Nov-12,Ongoing,"2 yrs, 4 m",Yes,"£5,000","£5,000",37000,22991,"1,321",£0.14,£179,Touring bike,Surly LHT & Surly Ogre,External gears,Straight (mountain bike style inc. those with bar ends),Disc,"29""","Front rack, Back rack",Shoes that attach to the pedals (e.g. SPD),Yes,Yes,No,Yes,No,Yes,"Central Asia, South East Asia, China",Yes,www.dereksbiketrip.com,,,,,
Liliana Cuenca and Daniel Rodriguez,A Tale of Two Bikes - UK to Japan,UK to Japan,2,Male and female,Colombian,Mar-14,Mar-15,"1 yrs, 0 m",No,10000,"£10,000",12000,7456,"1,000",£0.83,£833,Touring bike,Santos Travelmaster and Thorn Sherpa,External gears,Straight (mountain bike style inc. those with bar ends),Rim,"26""","Front rack, Back rack","Other footwear, unattached to the pedals (e.g. trainers, boots)",Yes,No,No,No,No,Yes,"Central Asia, South East Asia, China",No,www.ataleoftwobikes.weebly.com,,,,,
Tim Snaith,Westbound RTW 2014-15,"Westbound round the world ride (not a record attempt), prematurely terminated by a truck in Thailand",1,Male only,British,Jul-14,Mar-15,"0 yrs, 8 m",No,"£8,000","£8,000",14931,9278,"1,659",£0.54,£889,Touring bike,Maxx Pacemaxx 26,External gears,Straight (mountain bike style inc. those with bar ends),Disc,"26""","Front rack, Back rack",Shoes that attach to the pedals (e.g. SPD),Yes,No,Yes,Yes,No,Yes,South East Asia,Yes,www.theunknownaroundthecorner.net,,,,,
"Alexander Neumann, Stephanie Neumann",Tandem Down Under,All around Australia from Darwin to Darwin in 10 month.,2,Male and female,German,Aug-14,Jun-15,"0 yrs, 10 m",,"£3,000","£2,521",21.000 km,,,,£252,Semi-recumbent Tandem,Hase Pino semi-recumbent Tandem,External gears,Straight (mountain bike style inc. those with bar ends),Disc,"26""","Front rack, Back rack, Trailer",Pedals with baskets/cages/straps,No,No,Yes,No,No,No,,No,Www.tandem-down-under.de,,,,,
"Simon , valentin, charles",Latino Vuelta,Bogota - Ushuaia - Rio de Janeiro at 18 years old.,3,Male only,Belgian,Sep-14,Jun-15,"0 yrs, 9 m",No,"£2,000","£2,000","12,500",7767,"1,389",£0.16,£222,Touring bike,Granville trekking,External gears,Butterfly,Rim,700c,"Front rack, Back rack","Other footwear, unattached to the pedals (e.g. trainers, boots)",No,No,No,No,Yes,No,,No,,,,,,
JD,Europavelo,10 month solo around Europe,1,Male only,Belgian,Sep-14,Jul-15,"0 yrs, 10 m",,"£4,000","£3,361","11,811",7339,"1,181",£0.28,£336,Touring bike,VSF fahrradmanufaktur TX-400,Internal (hub) gears,Drop bars (racing style),Rim,700c,"Front rack, Back rack, Handlebar rack","Other footwear, unattached to the pedals (e.g. trainers, boots)",Yes,No,No,No,No,No,,No,www.europavelo.wordpress.com,Map,Kit List,,,
Jonas,Around the Baltic Sea and to the North Cape,"Round trip around the Baltic Sea and to the North Cape, through the Baltic's and Scandinavia.",1,Male only,German,Apr-15,Aug-15,"0 yrs, 4 m",No,,,"10,853",6744,"2,713",,,Touring bike,VSF Fahrradmannufaktur - TX Randonneur,External gears,Drop bars (racing style),Rim,700c,"Front rack, Back rack",Shoes that attach to the pedals (e.g. SPD),Yes,No,No,No,No,No,,No,www.i-bike-europe.de,,,,,
Serhan mert,,Antalya Turkey to Osaka Japan,1,Male only,Turkish,Mar-15,Sep-15,"0 yrs, 6 m",No,"$6,000","£3,652",12000,7456,"2,000",£0.30,£609,Mountain bike,Merida matts 100,External gears,Bull bars,Disc,"26""","Front rack, Back rack","Other footwear, unattached to the pedals (e.g. trainers, boots)",No,No,No,No,No,Yes,"Central Asia, Russia, Japan",No,www.serhanmert.com,,,,,
Rob,,Alaska to colombia and Europe as desert,1,Male only,Dutch,Jul-13,Sep-15,"2 yrs, 2 m",No,"£19,000","£15,966","17,000",10563,654,£0.94,£614,Touring bike,Koga Signature globe traveler,Internal (hub) gears,Bull bars,Rim,700c,"Front rack, Back rack","Other footwear, unattached to the pedals (e.g. trainers, boots)",Yes,No,No,Yes,Yes,No,,No,,,,,,
Gökben Ba?c? & Nicolas Ayme,Frogs On Wheels,Cycling until we run out of money or motivation on what could be one of the longest honeymoons ever,2,Male and female,Turkish & French,Apr-14,Ongoing,"1 yrs, 6 m",Yes,,,11446,7112,636,,,Recumbent,AZUB Six & Max,Internal (hub) gears,ASS & USS,Rim,"26""","Front rack, Back rack",Shoes that attach to the pedals (e.g. SPD),Yes,No,No,No,No,Yes,"Middle East, Central Asia",Yes,www.frogsonwheels.net,,,,,
James Harvey,Cycling Europe 2016,"6 months pedalling through 23 countries in Europe, fantastic people and places.",1,Male only,British,May-15,Oct-15,"0 yrs, 5 m",No,"£4,500","£4,500","16,460",10228,"2,743",£0.27,£750,Touring bike,Oxford Bike Works Expedition Bike,External gears,Straight (mountain bike style inc. those with bar ends),Rim,"26""","Front rack, Back rack",Shoes that attach to the pedals (e.g. SPD),Yes,No,No,No,No,No,,No,www.selfpropelled.life,,,,,
Nick Raybould,Europe Tour 2015,zig zagging around Europe until I ran out of money,1,Male only,British,Jun-15,Nov-15,"0 yrs, 5 m",No,"£2,000","£2,000","11,265",7000,"2,253",£0.18,£400,Road/racing bike,B'Twin Triban 3,External gears,Drop bars (racing style),Rim,700c,Back rack,Shoes that attach to the pedals (e.g. SPD),Yes,No,No,No,No,No,,No,,,,,,
Russ,ManBikeWorld.com Bucket List 2.0,"North up the western slopes of the Rockies up to Prince George, BC, Canada, the west to Prince Rupert and then south along the Pacific to La Paz, Baja California, Mexico.",1,Male only,American,May-15,Nov-15,"0 yrs, 6 m",No,"£9,000","£9,000","10,500",6524,"1,750",£0.86,"£1,500",Touring bike,Surly LHT,External gears,Drop bars (racing style),Rim,"26""","Front rack, Back rack",Shoes that attach to the pedals (e.g. SPD),No,No,No,Yes,No,No,,No,www.ManBikeWorld.com,,,,,
La Trottineuse,"Europe Tour by footbike ""A Simple Life"".","First tour of Europe on a push scooter, solo and unsupported, living on little and sleeping in the wild.",1,Female only,French,Nov-14,Ongoing,"1 yrs, 0 m",Yes,"£5,000","£5,000","20,000",12427,"1,667",£0.25,£417,push scooter,Kickbike Sport G4,Legs power only,Straight (mountain bike style inc. those with bar ends),Rim,And 18' on the rear wheel.,"Front rack, + backpack","Other footwear, unattached to the pedals (e.g. trainers, boots)",Yes,No,No,No,No,No,,No,www.latrottineuse.com ,Map,Kit List,,,
Vidko,Riding New Zealand 2015,"An unforgettable journey through Aotearoa, riding the land of the long white cloud, riding...........the Land Before Time.",1,Male only,Slovenian,Jan-15,Dec-15,"0 yrs, 11 m",No,5500 NZD,,"10,570",6568,961,,,Touring bike,Surly LHT custom built,External gears,Straight (mountain bike style inc. those with bar ends),Rim,"26""","Front rack, Back rack, Handlebar",Shoes that attach to the pedals (e.g. SPD),No,No,Yes,No,No,No,,No,https://www.facebook.com/touringcycling/,,,,,
Carlos Dufour,Orienting,An incomplete trip to the silk road,1,Male only,Argentina,May-08,Jan-09,"0 yrs, 8 m",No,"£7,500","£4,565","12,000",7456,"1,500",£0.38,£571,Touring bike,Customized Iron Steel frame,External gears,Butterfly,Rim,700c,Back rack,Pedals with baskets/cages/straps,Yes,No,No,No,Yes,Yes,"Middle East, South East Asia, Indian Subcontinent (e.g. India, Pakistan, Bangladesh)",Yes,www.orienting.es,,,,,
Andi Weiss,New Zealand,3.5 month cycling and hiking in New Zealand,1,Male only,German,Oct-15,Feb-16,"0 yrs, 4 m",No,"£4,000","£3,361","10,050",6245,"2,513",£0.33,£840,Touring bike,MTB Cycletech Papalagi,External gears,Drop bars (racing style),Rim,"26""","Front rack, Back rack",Shoes that attach to the pedals (e.g. SPD),No,No,Yes,No,No,No,,No,http://radlfahrer.de,,,,,
Antonie Vervenne,Alaska to Argentina 2014-2016,Fairbanks to Ushuaia,1,Male only,Belgian,May-14,Mar-16,"1 yrs, 10 m",No,"£20,000","£20,000","35,000",21748,"1,591",£0.57,£909,Touring bike,Koga Miyata,External gears,Straight (mountain bike style inc. those with bar ends),Rim,"26""","Front rack, Back rack","Other footwear, unattached to the pedals (e.g. trainers, boots)",No,No,No,Yes,Yes,No,,No,cyclingwithantonie.blogspot.com,,,,,
Mieke Niko,rideatandem,"two people, one bike - ride a tandem",2,Male and female,German,Oct-14,Mar-16,"1 yrs, 5 m",No,,,"20,000",12427,"1,111",,,Tandem,"Tandem Bike, Co-Motion Mocha",Internal (hub) gears,Straight (mountain bike style inc. those with bar ends),Disc,"26""","Front rack, Back rack, Trailer",flat pedals,No,Yes,Yes,No,Yes,Yes,China,No,www.rideatandem.net,,,,,
Peter Richter,,No idea how long I`ll be on the road.,1,Male only,German,Jun-15,Ongoing,"0 yrs, 9 m",Yes,,,10000,6214,"1,111",,,Touring bike,Intec M 2,Internal (hub) gears,Bull bars,Rim,"26""","Front rack, Back rack","Other footwear, unattached to the pedals (e.g. trainers, boots)",Yes,Yes,Yes,Yes,Yes,Yes,"Middle East, Central Asia, South East Asia, China, Russia",Yes,,,,,,
Gökben Ba?c? & Nicolas Ayme,Frogs On Wheels,Cycling until we run out of money or motivation on what could be one of the longest honeymoons ever,2,Male and female,Turkish & French,Apr-14,Ongoing,"1 yrs, 11 m",Yes,6000,"£5,042",11446,7112,477,£0.44,£210,Recumbent,AZUB Six & Max,Internal (hub) gears,ASS & USS,Rim,"26""","Front rack, Back rack",Shoes that attach to the pedals (e.g. SPD),Yes,No,No,No,No,Yes,"Middle East, Central Asia",Yes,www.frogsonwheels.net,,,,,
Sam Pougher,onemanandhiscog,"I thought I'd cycle to Vietnam, so I got on my bike and did it. I found out I didn't really like Vietnam in the end, so I'm going to keep going.",1,Male only,English,May-15,Ongoing,"0 yrs, 10 m",Yes,I have no idea,,14500,9010,"1,450",,,Touring bike,Oxford Bike Works Model 3,External gears,Drop bars (racing style),Rim,"26""","Front rack, Back rack",Shoes that attach to the pedals (e.g. SPD),Yes,No,Yes,Yes,No,Yes,"Central Asia, South East Asia, China",Yes,www.onemanandhiscog.co.uk,Map,Kit List,,,
Martina Gees,Colorfish on the Road,An Odyssey through the Americas,1,Female only,Switzerland,Jan-10,Ongoing,"6 yrs, 2 m",Yes,,,56000,34797,747,,,Touring bike,Simpel Frischluft Tour,Internal (hub) gears,Straight (mountain bike style inc. those with bar ends),Disc,"26""","Front rack, Back rack",Pedals with baskets/cages/straps,Yes,No,No,Yes,Yes,No,,No,www.colorfish.ch,,,,,
Rob and Ness Howard,Wonderingnewlyweds,A long distance honeymoon.,2,Male and female,British,Jul-15,Ongoing,"0 yrs, 8 m",Yes,"£4,250.93","£4,251",10896.87,6771,"1,362",£0.39,£531,Mountain and Cyclocross,Genesis (prototype) and Giant Invite,External gears,Ness has drops Rob has Mountainbike,Rim,"Ness has 700 Rob has 29""","Ness has rear, Rob has both, both have handle bar",Pedals with baskets/cages/straps,Yes,Yes,No,Yes,No,No,,Yes,Wonderingnewlyweds.wordpress.com,Map,Kit List,,,
Jamie Anderson,,14 countries in a loop around Europe and back to the UK to sell up and join the road for good.,1,Male only,Scottish,Apr-12,Ongoing,"3 yrs, 11 m",Yes,"£10,000","£10,000","11,000",6835,229,£0.91,£208,Touring bike,Specialized Tricross Sport 2010,External gears,Drop bars (racing style),Rim,700c,Back rack,Shoes that attach to the pedals (e.g. SPD),Yes,No,No,No,No,No,,Yes,www.bikeramble.com,,,,,
Baden Campbell; Shelley Campbell,Cycling home to NZ 2015-16,"London to Wellington, New Zealand via Europe and Latin America",2,Male and female,New Zealand,Apr-15,Apr-16,"1 yrs, 0 m",No,"£15,000","£15,000","15,800",9818,"1,215",£0.95,"£1,154",Touring bike,"Condor Heritage, Surly Long-Haul Disc Trucker",External gears,Straight (mountain bike style inc. those with bar ends),Disc,"26""","Front rack, Back rack","Other footwear, unattached to the pedals (e.g. trainers, boots)",Yes,No,Yes,Yes,Yes,No,,No,www.howareyouwhereareyou.com,Map,Kit List,,,
Birgit and Martin,,4 different continent tour,2,Male and female,"Austria, Germany",May-15,Jun-16,"1 yrs, 1 m",No,"£8,000","£6,723","12,000",7456,923,£0.56,£517,Crossbike,HT Crossbike,External gears,Straight (mountain bike style inc. those with bar ends),Rim,700c,"Front rack, Back rack",switched in betweeen from unattached to spd,Yes,Yes,Yes,No,No,Yes,South East Asia,No,,,,,,
Kakakin Kura,M-to-M 2016,Madrid-to-Muscat,1,Male only,Italian,Mar-16,Aug-16,"0 yrs, 5 m",No,,,"10,056",6249,"2,011",,,Touring bike,Thorn Sherpa,External gears,Straight (mountain bike style inc. those with bar ends),Rim,"26""","Front rack, Back rack","Other footwear, unattached to the pedals (e.g. trainers, boots)",Yes,No,No,No,No,Yes,Middle East,No,http://freakytracks.kakakinkura.com/asia2016/,Map,Kit List,,,
Matt W. Dawson,Utah to Ushuaia and back,Utah [USA] to Ushuaia [Argentina] and back,1,Male only,American,Oct-15,Sep-16,"0 yrs, 11 m",Yes,"£3,000","£1,826","10,500",6524,955,£0.17,£166,Touring bike,Surly-Long Haul Trucker,External gears,Drop bars (racing style),Rim,700c,"Front rack, Back rack",Pedals with baskets/cages/straps,No,No,No,Yes,Yes,No,,No,mattwdawson.com,,,,,
William Hsu and Charles Stevens,Beijing to Tehran,Riding from Beijing to Tehran along the Old Silk Road including Mongolia and Russia.,2,Male only,British,May-16,Sep-16,"0 yrs, 4 m",No,,,"10,087",6268,"2,522",,,Touring bike,Surly Disc Trucker and Condor Disc Heritage,External gears,Drop bars (racing style),Disc,700c,"Back rack, Support Vehicle",Shoes that attach to the pedals (e.g. SPD),No,No,No,No,No,Yes,"Middle East, Central Asia, China, Russia",No,beijingtotehran.com,Map,Kit List,,,
Jerich Abon,Southeast Asia Tour 2016,Nine months meandering through five countries in Southeast Asia.,1,Male only,American,Jan-16,Oct-16,"0 yrs, 9 m",No,"£6,000","£3,652","10,297",6398,"1,144",£0.35,£406,Touring bike,Surly Disc Trucker,External gears,Drop bars (racing style),Disc,"26""",Back rack,"Other footwear, unattached to the pedals (e.g. trainers, boots)",No,No,No,No,No,Yes,South East Asia,No,,,,,,
Vitor Bellon,Bicytrip,Bicytrip aorund europe and bit of africa,1,Male only,Brazilian,Feb-16,Nov-16,"0 yrs, 9 m",No,"£5,000","£5,000","12,000",7456,"1,333",£0.42,£556,Touring bike,Kona Sutra,External gears,Straight (mountain bike style inc. those with bar ends),Disc,700c,"Front rack, Back rack","Other footwear, unattached to the pedals (e.g. trainers, boots)",Yes,Yes,No,No,No,No,,Yes,www.vitorbellon.com/personal-projects/bicytrip/,,,,,
Maaike Felstead,,"The best decision of my life, just the beginning.",1,Female only,British,Apr-16,Nov-16,"0 yrs, 7 m",No,"£2,700","£2,700",>15000,,,,£338,Touring bike,Surly LHT,External gears,Drop bars (racing style),Rim,"26""","Front rack, Back rack",Pedals with baskets/cages/straps,Yes,No,No,No,No,No,,No,,,,,,
Shane Hutton,,Canada to Patagonia dreams can come true,1,Male only,Australian,Jun-15,Dec-16,"1 yrs, 6 m",No,,,"23,323km",,,,,Touring bike,Salsa Fargo,External gears,Straight (mountain bike style inc. those with bar ends),Disc,700c,Back rack,Shoes that attach to the pedals (e.g. SPD),No,No,No,Yes,Yes,No,,No,Www.theultralife.com.au,,,,,
"Helen Dainty, Matthew Taudevin",,An attempt to cycle around Australia by rooky cyclists Hels and MetroLumberTaudevin,2,Male and female,"British, Australian",Apr-16,Dec-16,"0 yrs, 8 m",No,"£2,300","£2,300","13,300",8264,"1,663",£0.17,£288,Touring bike,Vivente Gibb,Internal (hub) gears,Butterfly,Disc,700c,"Front rack, Back rack",Shoes that attach to the pedals (e.g. SPD),No,No,Yes,No,No,No,,No,https://www.facebook.com/Helsonwheelswithmlt/,,,,,
Alison Wheeler,,"Wandering around Europe with breaks with helpX hosts as well as a 5 month winter work break. Then by freighter from Italy to Baltimore USA. Then Canada, mid west & southern USA & now in Mexico, heading south.",1,Female only,Australian/ British,Sep-14,Ongoing,"2 yrs, 3 m",Yes,,,"18,000",11185,667,,,Touring bike,Orbit by special,External gears,Straight (mountain bike style inc. those with bar ends),Rim,"26""","Front rack, Back rack","Other footwear, unattached to the pedals (e.g. trainers, boots)",Yes,No,No,Yes,No,No,,No,,,,,,
Cedric,Cedric a velo,Montreal to Ushuaia then Australia/New Zealand,1,Male only,Quebec,Apr-14,Ongoing,"2 yrs, 8 m",Yes,,,"30,000",18641,938,,,Touring bike,Kona sutra,External gears,Drop bars (racing style),Disc,700c,"Front rack, Back rack",Flat pedals. No straps.,No,No,Yes,Yes,Yes,No,,Yes,,,,,,
Blanca Fernández,Dreaming,London to London via Australia,1,Female only,Spanish,Jul-15,Ongoing,"1 yrs, 5 m",Yes,"£10,500","£8,824","17,500",10874,"1,029",£0.50,£519,Touring bike,Surly Long Haul Trucker,External gears,Butterfly,Rim,"26""","Front rack, Back rack","Other footwear, unattached to the pedals (e.g. trainers, boots)",Yes,No,No,No,No,Yes,"Central Asia, South East Asia, China",Yes,www.blancaonabike.com ,Map,Kit List,,,
Koen Van huut,Cycling for tiger's,"Netherlands through Iran, Emirates, to Indonesia then Australia.",1,Male only,Netherlands,Mar-16,Ongoing,"0 yrs, 10 m",Yes,"£8,000","£8,000","10,010",6220,"1,112",£0.80,£889,Touring bike,Santos travelmaster 2.9,Internal (hub) gears,Straight (mountain bike style inc. those with bar ends),Rim,29,"Front rack, Back rack",Shoes that attach to the pedals (e.g. SPD),Yes,No,No,No,No,Yes,"Central Asia, South East Asia, Indian Subcontinent (e.g. India, Pakistan, Bangladesh)",Yes,www.vanhuutnaarher.com,,,,,
"Daniel, Jacqueline",Jackdanielsbiketrip,August to Dezember in different parts of Australia,2,Male and female,Swiss,Aug-15,Feb-17,"1 yrs, 6 m",Yes,,,"11,500",7146,639,,,Touring bike,"Papalagi, mtbcycletech",External gears,Drop bars (racing style),Disc,"26""","Front rack, Back rack",Shoes that attach to the pedals (e.g. SPD),No,No,Yes,No,Yes,No,,No,Jackdanielsbiketrip.WordPress.com ,,,,,
,,"In January, started to cycle north from Ushuaia, Argentina through Chile and Bolivia.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna and Szymon Belka,Wlasna Droga,Our own way of cycling around Asia and New Zealand in about two years so far.,2,Male and female,Polish,Jan-15,Ongoing,"2 yrs, 1 m",Yes,,,"20,000",12427,800,,,Touring bike,"Specialized Ariel, Kellys",External gears,Straight (mountain bike style inc. those with bar ends),Rim,700c,"Front rack, Back rack",Shoes that attach to the pedals (e.g. SPD),No,No,No,No,No,Yes,"Central Asia, South East Asia, Indian Subcontinent (e.g. India, Pakistan, Bangladesh), China, Russia",Yes,www.wlasnadroga.pl,,,,,
Veronika and Fernando,,"Round the world, all seasons.",2,Male and female,Spanish and Russian,Apr-14,Ongoing,"2 yrs, 10 m",Yes,,,"26,000",16156,788,,,Fat bike,Surly Instigator,Internal (hub) gears,Straight (mountain bike style inc. those with bar ends),Disc,"26""","Front rack, Back rack","Other footwear, unattached to the pedals (e.g. trainers, boots)",Yes,No,No,No,No,Yes,"Middle East, South East Asia, Indian Subcontinent (e.g. India, Pakistan, Bangladesh), China",Yes,Viajarenmtb.es,Map,,,,
